id,date,text,label
1311368984298754048,2020-09-30 18:15:04+00:00,"Consider buying a cookstove for a refugee family in honor of #HungerActionMonth! #EndHumanTrafficking

https://t.co/pD51nEwHH6",0.0
1232683526006374401,2020-02-26 15:07:09+00:00,"Paying the coupons today means that decision on default is not yet final!
#Eurobonds #Default",3.0
1303584797537730560,2020-09-09 06:43:29+00:00,"Die Nachrichten aus #Moria brechen einem das Herz. Rettet doch endlich diese Menschen!!! Seit Monaten wird vor genau solch einer Katastrophe gewarnt. 
#WirHabenPlatz #leavenoonebehind #rassismustötet",0.0
1296061217560309763,2020-08-19 12:27:28+00:00,"#Migranten #Flüchtlinge #Berlin 
Kurz vor der Tat postete er ein Foto mit dem Terror-Auto https://t.co/KOW3QxBJ1o 

Er hatte nur eine Duldung und war bei der Polizei bekannt.",3.0
1310647062678114304,2020-09-28 18:26:25+00:00,Hi @EUHomeAffairs @Interieur_Gouv @BMI_Bund @ministerieJenV @ukhomeoffice camps on the Greek islands are a humanitarian catastrophe. Please act to urgently relocate refugees! #RefugeesWelcome #LeaveNoOneBehind https://t.co/2YMYpDhy6V,0.0
1322607299307937796,2020-10-31 18:32:07+00:00,@maxfawcett @alexisking69 Ian Young did a few analyses and both skilled worker &amp; refugees pay more taxes than investor &amp; business class wealth migrants. https://t.co/8bmR9D3UAu,0.0
1303667555412905985,2020-09-09 12:12:20+00:00,"@GoyerChristine @FundOcalenie #Thanks to any efforts to #StandWithRefugees #WithRefugees &amp; #RefugeesWelcome2021

We are #legal #families of #Iraqi #Refugees @UNHCRTurkey #UNHCR abanded 3-9 years

#PleaseHelp #StandWithIraqiRefugees in #Turkey #Iraqi_Refugees_Look_For_Homeland

#Please #Help save our #Children https://t.co/BpGZmrWyNH",0.0
1236897125516140544,2020-03-09 06:10:29+00:00,"Deutschland wird 1500 besonders schutzbedürftige Kinder aus Griechenland aufnehmen-Österreich wird sich wohl nicht anschließen.

#refugees #Flüchtlinge #Flüchtlingspolitik",0.0
1322170450714206208,2020-10-30 13:36:14+00:00,Nizza-Attentäter kam als Flüchtling nach Europa https://t.co/QHcfQH4pT5,1.0
1313977878007013376,2020-10-07 23:01:53+00:00,"Greek court delivered an overwhelming conviction against a neo-fascist Party (of *misleading marketing* name Golden Dawn) operating as a CRIMINAL gang

#LNPCrimeFamily #Dutton #Tudge #AsylumSeekers #Refugees #Biloela #HumanRights #auspol #MorrisonRecession
https://t.co/KmkIDTItty",0.0
1305539229775212544,2020-09-14 16:09:42+00:00,"Ex-Bundesrichter Hans-Jürgen Papier rügt deutsche Asylpolitik: ""Mitgefühl ersetzt kein Recht. Rechtsbruch, politische Willkür, Asylrecht darf nicht länger zweckentfremdet werden."" https://t.co/9ED5ZaDIT9",2.0
1186055282935205888,2019-10-20 23:03:09+00:00,"After Being Beaten and Raped, Lesbian #AsylumSeeker Faces #Deportation 
@OutMagazine https://www.out.com/news/2019/10/20/after-being-beaten-and-raped-lesbian-asylum-seeker-faces-deportation",0.0
1306287560755425284,2020-09-16 17:43:18+00:00,"@Blackie566 @Alice_Weidel Die 400 sind das Problem nicht.
Wen da ein Abgedecktes Asylrecht wäre würden die menschen nicht schon lange Zeit in Griechenland sein.
Ich äußerte mich nach nicht Sendung bei Lanz. Die EU muss....
Man kan nur fragen, man kan es nicht erzwingen. 
Darum ging es.
Dan kam Geld dazu.",0.0
1292496658463445000,2020-08-09 16:23:11+00:00,#RefugeesWelcome  Thread https://t.co/gWlCAs5Jlb,0.0
1178001433796460544,2019-09-28 17:40:02+00:00,#refugees #refugeecrisis 1 author encyclopedia site:Will Islam take over Europe or will #Muslims gradually integrate http://bit.ly/SesVJ7,2.0
1303703765149777921,2020-09-09 14:36:13+00:00,"@mesarosch Bitte auch SPD und Grüne mit aufnehmen, verantwortlich für Kriegsbeteiligung in Afghanistan und damit für über 5 Millionen afghanische Flüchtlinge.",2.0
1259796191459622912,2020-05-11 10:43:12+00:00,"📌 Glaubt Ihnen kein Wort!
📌 Merkt euch die Namen!

Die #Regierung setzt den Karren einmal mehr an die Wand und die #Bürger sollen es richten.

Wem kommt das bekannt vor?

✔️ #Finanzkrise
✔️ #Energiekrise
✔️ #Asylkrise
✔️ #Klimakrise",1.0
1206139359105363969,2019-12-15 09:10:06+00:00,"RT @EconBizFin If #Italy survives the first few months of the year, default fears may ease http://ow.ly/7Zrr9 #eurocrisis If.",3.0
1177057073550516224,2019-09-26 03:07:29+00:00,Verrückt... #Wirschaffendas https://www.welt.de/politik/deutschland/article200937346/Ruecknahme-Abkommen-Bundespolizei-holt-Fluechtling-aus-Griechenland.html,2.0
1168534106109612033,2019-09-02 14:40:15+00:00,"Home Office moves swiftly after Guardian reports on filthy living conditions of #AsylumSeekers
homes.


https://www.theguardian.com/uk-news/2019/aug/27/investigation-prompts-rapid-upgrades-to-asylum-seekers-homes",0.0
1213926039782666241,2020-01-05 20:51:36+00:00,@lisavoc @i_am_fabs @corinnamilborn das wird bestimmt eine herausforderung! ich stelle mir das so wie die snowcard in tirol vor - da mussten auch viele unternehmen zusammenrücken. #wirschaffendas https://snowcard.tirol.at/de/start/index,3.0
1178188228010106880,2019-09-29 06:02:17+00:00,Die @AfD MUSS den #Klimaschutz torpedieren. Mit der #KlimaKatastrophe kommen nämlich wieder #Flüchtlinge aus Überschwemmungs- und Dürregebieten gegen die an #hetzen kann. https://twitter.com/ntvde/status/1178181371178565633,0.0
1313746681750380544,2020-10-07 07:43:11+00:00,Hi @EUHomeAffairs @Interieur_Gouv @BMI_Bund @ministerieJenV @ukhomeoffice camps on the Greek islands are a humanitarian catastrophe. Please act to urgently relocate refugees! #RefugeesWelcome #LeaveNoOneBehind https://t.co/aGYpeHG8hc,0.0
1244278574103900160,2020-03-29 15:01:44+00:00,"Ich dachte mal sowas wie Menschenrechte sei ernst gemeint... dann hat Griechenland diese für die Flüchtlinge ausgesetzt und die EU und Deutschland dies toleriert...

Es ist Zeit Menschlich zu sein und die Flüchtlinge endlich zu uns zu Evakuieren! JETZT! ALLE!
 #LeaveNoOneBehind",0.0
1246824872564731904,2020-04-05 15:39:49+00:00,"@Iasonas_Apost An asylum seeker just killed many innocent Europeans in France. 

Just for one day in your life care a tiny bit about Europeans that are SUFFERING sacrificed on the altar of leftist #openborders &amp; forced diversity...

#EUrope4Europeans #FortressEurope now #remigration",1.0
1313767974252277760,2020-10-07 09:07:48+00:00,@ZDF #WirHabenPlatz 🤡🤣🤣🤣,2.0
1189994634384199681,2019-10-31 19:56:44+00:00,"On #halloween2019 what would be the most scary news for you? Difficult to choose! For members of ATD in Europe, one scary news would be that when working on the 17 #GlobalGoals we forget #Agenda2030 promise to #LeaveNoOneBehind! #HappyHalloween to all of you in Europe &amp; beyond!",0.0
1256865593522900992,2020-05-03 08:38:03+00:00,Brilliant work by @JRSUK and other charities on the front line. We can’t protect public health or the most vulnerable people without giving everyone here leave to remain #RefugeesWelcome https://twitter.com/SLCT2015/status/1256822737735163907,0.0
1307052415133405184,2020-09-18 20:22:34+00:00,@ekbo_de @ekbo_de Danke !!! @nordkirche_de sind wir auch dabei? @EKD es stünde uns allen gut zu Gesicht! #LeaveNoOneBehind,0.0
1181560960743624704,2019-10-08 13:24:20+00:00,@tagesschau Droht nun eine #Flüchtlingswelle aus #Frankreich . . .🤔,1.0
1310606763977248776,2020-09-28 15:46:17+00:00,Children need their families. I'm using my voice to call on the Prime Minister to reunite child refugees with their families. Please join me: https://t.co/NwhFFHEQuY #FamiliesTogether #RefugeesWelcome,0.0
1230931255593766915,2020-02-21 19:04:15+00:00,"@olgagerovasili @alterglobal @LesvosNet @lesvos_chamber @stonisigr @changemakerslab Let's use the ""#refugeecrisis"" as an opportunity!
An opportunity to raise better #awareness, to celebrate how the people of #Lesvos, &amp; of Greece, have shown #solidarity for 5 years to those less fortunate!
That have shown that #humanity lives on the #AegeanIslands!


#ΣΥΡΙΖΑ",0.0
1242848053498982401,2020-03-25 16:17:21+00:00,"@RitchBrand @_aguaesal @SEENOTRETTUNG @cducsubt @CDU @spdde @spdbt @SPDEuropa @WHO_Europe_DE @UNHCR_de @amnesty_de @Monde_diplo @dieLinke @Die_Gruenen @dpa @SZ_Politik @zeitonline @MartinSonneborn @Linksfraktion @GrueneBundestag @fdpbt Sie schreiben wirr! #Rechtsextreme Hass-Gedanken. Seien Sie froh, dass Sie nicht in solchen Bedingungen leben müssen. #Moria ist eins von drei Lagern auf der Insel. Die griechische Regierung will noch 1 weiteres einrichten. Die EU muss den Geflüchteten ein #Asylverfahren gewähren",0.0
1248540805637312513,2020-04-10 09:18:19+00:00,Bundesregierung ist entsetzt - Notärzte retten immer noch Menschen!!! #LeaveNoOneBehind https://t.co/07l98wK5Mp,3.0
1295396227564142592,2020-08-17 16:25:02+00:00,"Our colleagues in #LowellMA were thrilled to welcome our first #refugee family last week since March, after #COVID19 temporarily shut down the federal resettlement program. Staff have been busy providing remote services to help the new arrivals settle in. #RefugeesWelcome https://t.co/49kHPaEsfo",0.0
1282735543164399616,2020-07-13 17:56:00+00:00,"📣 ACT NOW! We only have until July 15 to submit public comments expressing our outrage and opposition to the Trump administration's new proposed regulations on asylum. #ProtectAsylum #RefugeesWelcome
https://t.co/032U9cjFlU",0.0
1304420789748404224,2020-09-11 14:05:25+00:00,Hi @EUHomeAffairs @Interieur_Gouv @BMI_Bund @ministerieJenV @ukhomeoffice camps on the Greek islands are a humanitarian catastrophe. Please act to urgently relocate refugees! #RefugeesWelcome #LeaveNoOneBehind https://t.co/wyn5Kadhkh,0.0
1201811260360269824,2019-12-03 10:31:47+00:00,"#16Days ED JAAIDS, Olayide Akanni calls for Clear plans to build capacity of Health care workers, so that they are disability sensitive  #LeaveNoOneBehind #InclusionMatters #SpeakingFingers #signlanguage @SpeakingFingersnetwork @JonapwdNational @MdamCASH  @RonKayanja",0.0
1312526021824933888,2020-10-03 22:52:43+00:00,Wie soll denn die Erde in ihrer Not zusammenwachsen?? Indem die Völkergemeinschaft zusammenkommt und Kraft entwickelt.. hört auf Afrika mit Waffen vollzupumpen!! Baut Brunnen und betreibt fairen Handel! Dann bleiben die Flüchtlinge weg...,0.0
1231887618297614337,2020-02-24 10:24:30+00:00,Turn by turn Representatives discuss best practices and challenges while targeting the three zeros and agenda2030 @UNFPA_WCARO  @UNFPANigeria #leavenoonebehind,2.0
1237005462916251649,2020-03-09 13:20:59+00:00,"You have an edge over Fx devaluation and internationally influenced interest rates when you invest in Latrose Eurobond Fixed Investments.

For more: call/whatsapp 07089541277; visit https://t.co/L202yQnTee

 #eurobonds #investinnairaearnindollars #finance  #fx #naira  #dollars https://t.co/ZNtfoIfMYC",3.0
1242824072393883652,2020-03-25 14:42:04+00:00,"@TspCheckpoint @SawsanChebli @Tagesspiegel Welch eine Plage, welch ein Schrecken der Nacht !  #COVID2019 #niewiedersozialismus #niewieder2015",1.0
1310673583253852160,2020-09-28 20:11:48+00:00,"Great day in the Lord.
The Horn Towers refugee camp of non citizen refugees in Minneapolis leads nation in voting per Project Veritas&amp;James O'Keefe, Great American Hero&amp;patriot. 100% for Joe Biden&amp;Ilhan Omar.
Refugees have no idea what their blank ballots were or who voted for.",2.0
1232472428871217152,2020-02-26 01:08:19+00:00,"Total number of debates this election cycle=10


Total number of questions asked about refugee resettlement= 0


Will tonight be any different?


#DemDebate2020 #RefugeesWelcome 


https://rcusa.org/resources/rcusa-quarterly-report-on-refugee-admissions-october-1-to-december-31/",0.0
1250112957956198401,2020-04-14 17:25:29+00:00,"Funny to see how Germany is against eurobonds but, at the same time, it benefits from an extremely good exchange rate because Italy and co keep it low. Political German solidarity. #Germany #Eurobonds #Europa #EuropeanUnion #Hypocrisy #COVID19 #coronavirus",0.0
1206106616405344256,2019-12-15 07:00:00+00:00,Nathan Brown reflects on a single idea that serves as the foundation for the perpetuation of injustice and inequality in our world. http://bit.ly/2RAsS4k #asylum #asylumseeker #refugeeswelcome #adventist #christian,0.0
1272164577980100609,2020-06-14 13:50:45+00:00,"@IDSA #press briefing on global health and funding for @WHO the @COVID-19 pandemic and also for the many infectious diseases: #HIV/AIDS, #Malaria, #polio, #TB,
#measles and also to support the #Refugees and countries that have limited resources.
https://t.co/YVcF50uwam https://t.co/ZXsh5Y6plY",3.0
1235832340594569216,2020-03-06 07:39:25+00:00,"The hypocrisy of #Tory politicians around #InternationalWomensDay saying they care about their ""sisters"".🤣 If caring means keeping kids from mothers, locking up women in detention, sending women back to war zones is ""caring""....this party is rotten to the core. #RefugeesWelcome",0.0
1310594584964194309,2020-09-28 14:57:53+00:00,The sad thing is as patriots we'd still defend all these refugees welcome lemmings &amp; alot of their complacency &amp; lack of foresight comes from that protection.,1.0
1245710152575201281,2020-04-02 13:50:19+00:00,".@EUCourtPress has today ruled that #Hungary, #Poland &amp; #CzechRepublic shouldn't have refused to admit relocated #asylumseekers.


This is a ground-breaking ruling as it means EU Member States must share responsibility for protection seekers in a fair way! https://bit.ly/3dQ2zQg",0.0
1252606924861911040,2020-04-21 14:35:37+00:00,@guyverhofstadt Like the #Eurobonds and the #DebtUnion? Those conspiracy theories? Because those do frighten me...,2.0
1216739537885581312,2020-01-13 15:11:26+00:00,"#Euro #EU #Pensionskassen #Alterssicherung #Altersarmut #Renten #Minuszinsen #Zinsen #Target2 #Transferunion #Merkel #CDU #CSU #AfD #SPD #LaGarde #vdL

Die #EZB hat kein Mandat, um mit der #Notenpresse #Wirtschaftspolitik zu machen! Das gehört #Futschi!

https://www.focus.de/finanzen/boerse/experten/gastbeitrag-von-gabor-steingart-ezb-will-klima-mit-neuer-geldflut-retten-der-deutsche-steuerzahler-haftet_id_11424935.html?fbc=fb-shares",1.0
1199814486091280388,2019-11-27 22:17:19+00:00,"Klartext: #VonDerLeyen will, dass wir mehr denn je für jene gerade stehen sollen, die noch ungehemmter #Schulden machen dürfen. #Transferunion #VereinigteSchuldenvonEuropa https://twitter.com/GuntherSchnabl/status/1199808880332677122",1.0
1305869945994182657,2020-09-15 14:03:51+00:00,"Peer support is key to making sure no one is left behind in the race to eliminate hepatitis C. 

Find out how @HepatitisCTrust's innovative peer support approach helps increase testing &amp; linkage to care: https://t.co/8vV0rj28h1 #FindTheMissingMillions #LeaveNoOneBehind",3.0
1214145804983840769,2020-01-06 11:24:52+00:00,"As part of our 20th Anniversary we are exhibiting 20 stories from 20 amazing people that we have worked with over the last 20 years.  Check it out at #Newcastle City Library from 6th to 17th January. 
#asylumseekers #refugees @ToonLibraries @NewcastleCC #library #WERS20",0.0
1310235862672834562,2020-09-27 15:12:27+00:00,"@tagesschau ""Bis 2024 will der Bund 64,5 MILLIARDEN für ""Flüchtlinge"" ausgeben.
Unser Geld. Das Geld, was jeder Steuerzahler hart erarbeitet hat.
Wann leistet der Bürger endlich Widerstand gegen diese Politik?""",1.0
1231870150095273985,2020-02-24 09:15:05+00:00,Eine wichtiger Zeuge im Fall #Ayotzinapa belastet durch Aussagen in seinem #Asylverfahren in der #USA die mexikanische Bundespolizei und die Armee. #VerdadHistorica #PoliciaFederalMéxico http://ow.ly/vYxj30qkaff,3.0
1307655474901377024,2020-09-20 12:18:54+00:00,"1414 Demo läuft los, ca. 250 Menschen

#Dresden #WirHabenPlatz #LeaveNoOneBehind #dd2009 #GGUltras #savethem https://t.co/EdjxtRrXCO",0.0
1263483919959306241,2020-05-21 14:56:55+00:00,"@FlottiMcFlott @HeikoMaas Und es werden noch mehr Pleiteländer wie Albanien, Montenegro, Serbien, Bosnien etc. der #EU beitreten. Die werden dann auch mit #Eurobonds unterstützt.",1.0
1310651229073178625,2020-09-28 18:42:58+00:00,"I would like to remind all of you @Refugees @UN_HRC @FilippoGrandi @antonioguterres @UN @UNHCRCanada @UNRefugeeAgency @UNmigration @mbachelet @hrw @EU_UNGeneva @FortifyRights @amnesty about forgotten Registered #Rohingya refugees, 34,000, in #Bangladesh camps since 1992. https://t.co/xwCAm1K66S",0.0
1249030965227327488,2020-04-11 17:46:02+00:00,#refugees #refugeecrisis 1 author encyclopedia site:Will Islam take over Europe or will #Muslims gradually integrate http://bit.ly/SesVJ7,2.0
1176119140328837121,2019-09-23 13:00:28+00:00,"📢📢Do you believe all young people should be able to experience the power of #storytelling and #reading regardless of status? 📚💕


Pop Up are extending our festival to #refugees, #asylumseekers and young #migrants. Launching 2020. Please #share and DM us for more information!",0.0
1322212764690141190,2020-10-30 16:24:23+00:00,"@RickZimm1 @ChuckGrassley I see you are Catholic. So am I. A vote for Trump is against everything the Pope has advocated for the last 4 years on climate change, immigration/refugees, same-sex relationships, and health care. Stop calling yourself a Catholic when in fact you are worshiping the golden calf.",0.0
1168455863104942080,2019-09-02 09:29:21+00:00,".@Abdultahhan will be telling @SuchandrikaC
 what it's like to be a #refugee in the UK, at Saturday's @LondonPodFest live recording. 
Details and tickets for under a tenner here:
https://www.kingsplace.co.uk/whats-on/words/freelance-pod/
#LondonPodcastFestival #LondonPodFest #podcast #refugees #RefugeesWelcome https://twitter.com/guardian/status/1168454568109400064",0.0
1322909236263866378,2020-11-01 14:31:55+00:00,#LeaveNoOneBehind https://t.co/0JXFY1Yumb,0.0
1175853609105465344,2019-09-22 19:25:21+00:00,"Nun tauchen neue #BAMF-Dokumente auf und berichten von einem „neuen, unfassbaren Asyl-Skandal: #Mörder, #Drogenhändler, #Vergewaltiger und andere #Schwerverbrecher finden im Schutz des #Asylrechts in Deutschland #Zuflucht“.

#Asyl #Asylrecht #Seenotrettung
https://www.merkur.de/politik/asyl-skandal-im-bamf-moerder-drogenhaendler-vergewaltiger-dokumente-sollen-schlimme-einzelfaelle-enthuellen-zr-9971038.html",1.0
1239494647426269185,2020-03-16 10:12:07+00:00,#Steinmeier: #EU darf sich in #Flüchtlingskrise nicht erpressen lassen https://www.berliner-sonntagsblatt.de/Steinmeier-EU-darf-sich-in-Fluechtlingskrise-nicht-erpressen-lassen-183295.html #Nachrichten #Politik #Wirtschaft #berlinersonntagsblatt #Deutschland #Fluechtlinge #Greece_under_attack,2.0
1176140980531159046,2019-09-23 14:27:16+00:00,Kogler und Rendi-Wagner wollen - wie Deutschland - Boots-Migranten auch nach Österreich holen https://www.unzensuriert.at/content/78009-kogler-und-rendi-wagner-wollen-wie-deutschland-bootsfluechtlinge-nach-oesterreich-holen/ #migrationskrise,1.0
1240450386500165634,2020-03-19 01:29:53+00:00,"@AFP This #coronavirus will be the nail in the coffin of the Euro €
#coronavirusitalla #EU #eurocrisis",3.0
1205172978243264514,2019-12-12 17:10:03+00:00,Der &gt;&gt;Jugendliche&lt;&lt; ist #Flüchtling aus Afghanistan #Wirschaffendas https://www.tag24.de/nachrichten/floeha-jugendlicher-soll-jungen-8-jahre-sexuell-missbraucht-haben-polizei-u-haft-1316602,1.0
1302713876857982977,2020-09-06 21:02:46+00:00,"@TKuban96 @Die_Gruenen @faznet Aber gegen Flüchtlinge hetzen geht klar mister Kuban, ja moin",3.0
1322525321514594306,2020-10-31 13:06:22+00:00,@r_cirka Nah we need to start paying the Syrian refugees to go around telling people that they are not Arab.,1.0
1248167731838492672,2020-04-09 08:35:51+00:00,Wieso erzählt #wirhabenplatz und #LeaveNoOneBehind trotz #Suhl immer noch das Märchen vom #schutzsuchenden #geflüchteten #Flüchtlingen? https://t.co/hBrlVESZ4m,1.0
1245630964685930496,2020-04-02 08:35:39+00:00,"... und jetzt?
Osteuropäische EU-Staaten durften Flüchtlingsaufnahme nicht ablehnen
#Flüchtlingskrise #EUGHUrteil
https://www.spiegel.de/politik/ausland/osteuropaeische-eu-staaten-durften-fluechtlingsaufnahme-nicht-ablehnen-a-5b726474-113e-4b8a-97d9-3b77600a3c42",2.0
1304368392900575235,2020-09-11 10:37:13+00:00,@schmidvaleska1 @Tinimaus1110 @tagesschau Weil die Griechen ihre Flüchtlinge so gern haben.,1.0
1266977190979256321,2020-05-31 06:17:56+00:00,"@UNICEFEducation 🇿🇲 Quality #education for #HER = socioeconomic sustainability. 
#TeachSDGs
#GlobalGoals
#ForEveryChild 
#LeaveNoOneBehind 
@Chibaulas 
@JJankowskiEU 
@AnnaMajHultgard 
@nkwoolley 
@PirjoSuomela 
@unicefzambia 
@EduCannotWait
@EdChatEU 
@SeamusOGradaigh 
@GPforEducation",0.0
1303944661086633984,2020-09-10 06:33:27+00:00,"@EmilyLaquer Diese 13000 Flüchtlinge sollten von Deutschen des Mittelstandes oder Reichen in ihren Villen und EFH aufgenommen werden , damit auch sie mal sehen was das Zusammenleben mit dieser fremden Kultur für Probleme bringt !!! 💙💙💙 Das einfache Volk muss seit 2015 mit Denen leben ...",1.0
1322299703166488580,2020-10-30 22:09:51+00:00,"@Laughfer @SocialM85897394 @cheryl_martin1 I presume its because we are still tied to the EU Freedon of Movement/Open Borders/Human Rights edicts. This, presumably will change in 2021. They keep trying to deport the illegal 'refugees' but human rights lawyers stop them. I could be wrong. It's a muddled problem.",2.0
1310726961900085249,2020-09-28 23:43:54+00:00,"Did you save $ by not eating out during COVID? You could give it to Kinbrace! Global &amp; local inequities have increased with COVID (same storm, different boats). So Kinbrace has amped up their support for refugee claimants locally and nationally. Give here. https://t.co/cdBI7SYyZx https://t.co/UAi9nl5zmk",0.0
1295119825510043653,2020-08-16 22:06:43+00:00,"It's not illegal to cross the channel in a dinghy
It's not illegal to seek asylum, the term illegal asylum seeker does not exist in English law, just the pages of the daily mail
It's not an invasion despite how many times Nigel Farage tries to tell you it is
#AsylumSeekers #hope",0.0
1228276700238241793,2020-02-14 11:16:00+00:00,"This #ValentinesDay2020, #StandWithRefugees.",0.0
1232279298607919108,2020-02-25 12:20:54+00:00,"Challenging times lie ahead for the #eurozone 

#bankingunion #fiscalunion

https://www.ft.com/content/019fd7d0-01f7-11e9-99df-6183d3002ee1 via @financialtimes",2.0
1291037033125871620,2020-08-05 15:43:09+00:00,"Great news, hope the majority of them arrive in Beirut this evening! 🇪🇺🇱🇧 #EUsolidarity #EUsolidaridad https://t.co/93jZ4zzK5e",0.0
1234912421531308033,2020-03-03 18:43:59+00:00,@handelsblatt Dann wäre das ja wie eine Flüchtlingswelle aus D. Wer soll die denn alle aufnehmen? Wie soll das gehen? Sowas... #WirHabenPlatz ? #Fluechtlingskrise,1.0
1202245354776862720,2019-12-04 15:16:43+00:00,#Deutschland blutet aus! Während Ungelernte kommen: 180.000 Akademiker und Fachkräfte verlassen Deutschland jedes Jahr. #Merkel #Bundesregierung #Multikulti #Asylkrise  https://deutsche-wirtschafts-nachrichten.de/501278/Waehrend-Ungelernte-kommen-180000-Akademiker-und-Fachkraefte-verlassen-Deutschland-jedes-Jahr,1.0
1298434419951271936,2020-08-26 01:37:44+00:00,#Rohingya #Refugees Await Justice 3 Years after #Myanmar #Exodus https://t.co/7TmqqnX2sj https://t.co/yvki7s8ZqH,0.0
1208550219484286977,2019-12-22 00:50:00+00:00,"@ClubeGaffer @james00000001 So, PM wants us to ""be kind to each other"".


Is that ""as kind as he's been to #HomeToBilo family""?
Or ""as kind as he's been to #AsylumSeekers""?
#auspol",0.0
1245883159004114944,2020-04-03 01:17:47+00:00,"After 5 days I might be homeless because I didn't pay for rent to the place I'm staying in.
I feel anxious and terrified in a way, especially with the whole circumstances (#COVIDー19).
What should I do? Where should I go? I don't know anyone I can lean to.
#AsylumSeekers #support",3.0
1325785210072428547,2020-11-09 13:00:00+00:00,The @UN #UPR2020 reviews the U.S. #humanrights record 11/9 @ 8:30am ET. Watch live: https://t.co/thPVgNEdIf #IndigenousRights #ClimateAction #BlackLivesMatter #GenderEquality #VotingRights #HousingisaHumanRight #ImmigrationisaRight #AsylumSeekers #LGTQIARightsNow,0.0
1214894356697628674,2020-01-08 12:59:20+00:00,"The main countries of origin were #Syria, #Iraq and #Turkey. Interior Minister Horst #Seehofer emphasized that the number of #AsylumSeekers  has ""#declined for the third year in a row"".",2.0
1192509077798227968,2019-11-07 18:28:14+00:00,"Eine Fortsetzung der #Eurokrise bleibt zur Zeit unvermeidbar, wo geht die Reise der ultralockeren #Geldpolitik der #EZB nun hin? Neue #Schulden, #Währungsreform was kommt? Mehr in diesem Video, https://youtu.be/NnyW83ChSOM via @YouTube",2.0
1219829708315119616,2020-01-22 03:50:40+00:00,"Honduran Migrant Caravan Tries to Cross Into #Mexico 


#Guatemala #Honduras #Immigration #Migration #RefugeeCrisis #RefugeesWelcome


https://redrevolution.co.uk/2020/01/21/honduran-migrant-caravan-tries-to-cross-into-mexico/",2.0
1221408988211884032,2020-01-26 12:26:10+00:00,"We are tolerating the intolerant. 
The real hate comes from islam, muslims are not victims, 
there's no such thing as #islamophobia #Islamofauxbia 
Christian &amp; Jew Hate on full display tho.  
#TheyHaveToGoback
#remigration 
#NoPlaceForislam https://twitter.com/Adjustedwell/status/1220765241488891904",1.0
1211543292669771781,2019-12-30 07:03:25+00:00,"Tok,tok, jemand zuhaus McFly ähhh #Merkel? ""Der Selbstmord Europas"": Bestseller-Autor Douglas Murray im Interview (DE). #Asylkrise #Flüchtlingskrise #Bundesregierung #WDR #Staatsfunk #UmweltsauOma #Messerattacken #Nazisau https://youtu.be/LvnAMCKF9h8 via @YouTube",1.0
