id,date,text
1230872650517565440,2020-02-21 15:11:23+00:00,"Checkout ""Immigration Detention: The Agony in Haunting Pictures"" http://bit.ly/2GDvkPt by @TobarWriter #NYT Op-Ed about power of art to drive change.  #ImmigrationReform #Immigration #AsylumSeeker"
1251939321789190144,2020-04-19 18:22:48+00:00,"@GottfriedCurio Jene die glauben, etwas Gutes zu tun, müssen sich eingestehen, dass es diese erwiesene Steigerung der #FLÜCHTLINGE, #ASYLSUCHENDE #MIGRANTEN durch ihr Vorgehen gibt. Es darf nicht darum gehen, was gut aussieht, sondern was funktioniert.Hilfe vor Ort wäre eine gute Perspektive."
1287739252374228997,2020-07-27 13:18:57+00:00,Die Saat von #OpenBorder und #RefugeesWelcome geht auf ☝️ https://t.co/cviQn9ObwG
1306944115599343616,2020-09-18 13:12:13+00:00,"Social protection is 🔑 to eradicating poverty &amp; creating inclusive growth models in this #DecadeofAction. But only 60% of the 🌍 population is covered in at least 1 area of social protection, warns @ILO. Now is the #SDGmoment to #LeaveNoOneBehind 👉https://t.co/55fsGkm9Wb https://t.co/dkGQBwQcmu"
1233092714566168576,2020-02-27 18:13:07+00:00,"As an Greek-American I am disgusted with the response. 


@realDonaldTrump, please help. Greece and her islands are on fire because of socialist agendas! 
#GrExit #Now! https://twitter.com/BasedPoland/status/1232750177112350720"
1274261698715754496,2020-06-20 08:43:58+00:00,It is World Refugee Day and it is more important than ever to champion the rights of all refugees. We must strive to improve protections for refugees worldwide #WorldRefugeeDay #Refugees
1243515952861458433,2020-03-27 12:31:21+00:00,"#Solidarität 🇵🇱🇩🇪 #EUSolidarität #EUSolidarity / #EUSolidarity Über 130 Deutsche konnten mit einem polnischen #FlugnachHause #Lotdodomu von den #Malediven, aus #SriLanka und #Bali zurückkehren. #Gemeinsam #Solidarność #Polen #Deutschland #Coronavirus https://twitter.com/marcin_przydacz/status/1243514832491622400"
1234910160868593664,2020-03-03 18:35:00+00:00,"Turkish government has helped us live  in turkey for many years but now is the time for the world to help us live in another country.
#Refugees #Greece_Turkey_Borders #HumanRights #iranianrefugeesinturkey https://t.co/23dE1TcSsE"
1305765107700502528,2020-09-15 07:07:16+00:00,"Wenn laut @welt 47 % der Deutschen die #Flüchtlinge aus #Moria sofort aufnehmen wollen, finden sich bestimmt genügend, die Flüchtlinge bei sich aufnehmen und in den kommenden Jahren bei der #Integration begleiten.

#dreizehntausend #WirHabenPlatz 

(...)"
1321980297144078337,2020-10-30 01:00:38+00:00,Sooo many other refugees from safe and stable countries. What a genius president!
1301157190523408384,2020-09-02 13:57:03+00:00,"#HurricaneLaura2020 #GenderCritical #HealthcareHeroes   #COVID19 #RefugeesWelcome #Lebanon #beirut  #COVID19 #ClimateChange #ClimateCrisis #ClimateAction 
 #aiforgood #sdg1 #sdg13 #sdg17 #crisisresponse #efficiency #artificialintelligence #humanitarian #HumanitarianCrisis"
1326539646591885312,2020-11-11 14:57:52+00:00,@derspiegel Seenotrettung! Damit erübrigt sich das Deiterlesen.
1240239392637292545,2020-03-18 11:31:28+00:00,„#LeaveNoOneBehind: Jetzt die Corona-Katastrophe verhindern - auch an den Außengrenzen!” - Jetzt unterschreiben! https://t.co/SqjF9GSuT7 via @ChangeGER
1325336132926787584,2020-11-08 07:15:32+00:00,"@PeterKurz19 @epicmonotype @ArminWolf Weiß du dass durch Kosovo krieg, Mazedonien hatte bekanntlich 300K über Flüchtlinge  genommen. Daher haben mindestens 150k Mazedonisch Staatsbürgerschaft  gekriegt. Der typ ist hier geboren und aufgewachsen. Suchen sie die Schuld bei ihnen, nicht bei uns Mazedoniern."
1285197506285129729,2020-07-20 12:58:57+00:00,"“Yesterday's refugees are tomorrow’s Americans: we should be welcoming more of them” says https://t.co/q1wDDowZkh. #RefugeesWelcome
https://t.co/vv2G0CCicr"
1323542690299072512,2020-11-03 08:29:02+00:00,"@Tripplefacepalm @Tagesspiegel @GoeringEckardt Woher wissen denn, dass der/die Täter Flüchtlinge war/waren? Lt. einem Journalisten aus Wien wurde der bekannte Terrorist in Wien geboren."
1259828773962350593,2020-05-11 12:52:40+00:00,"#MondayMotivation right here!!
Wow! Thank you so much @WATC_Updates judges!
Feeling the joy and spreading the gospel.
#EmpoweredWomenEmpowerWomen 
#LeaveNoOneBehind 
@ThePeoplesHubUN @theRSANorth @NorthPowerWomen @CMBoggiano @jcrombleholme @GoogleExpertUK @JackieCarter https://t.co/4x0bes0jg3"
1263469757476605954,2020-05-21 14:00:38+00:00,"Dear @vonderleyen @TimmermansEU @VDombrovskis
don’t break your promises for a #GreenRecovery that leaves no one behind. 106 NGOs and 1,3 million people demand it. Listen to the people of Europe. Your people. #StrongerTogether with #green #Eurobonds https://t.co/spEXplz5kP"
1291574293373935616,2020-08-07 03:18:02+00:00,"#UNHCR #Refugees #Malaysia #community #children #Un #Love #life #humanitarian #Help #Faith
#CommunitySponsorship #Peace #RefugeesWelcome

😥 𝔸 𝔻𝕖𝕡𝕣𝕚𝕧𝕖𝕕 𝕍𝕦𝕝𝕟𝕖𝕣𝕒𝕓𝕝𝕖 ℝ𝕖𝕗𝕦𝕘𝕖𝕖 𝔽𝕒𝕞𝕚𝕝𝕪 𝕀𝕟 𝕃𝕠𝕔𝕜𝕕𝕠𝕨𝕟 𝕊𝕚𝕟𝕔𝕖 𝟚𝟘𝟙𝟞

👇 https://t.co/hTGRcriYEf https://t.co/9dr7zVMo5O"
1310710565623431168,2020-09-28 22:38:45+00:00,"@nenlizzie @poovey_pamela @escobarchills @Loganzen02 @Rose33351262 @CultofNewMedia Continuation of discrimination towards sex workers, more racism, nothing done for the poorest people and letting refugees die at sea or on land (one town forbid charities to give food to refugees).

So all the politics we feared from the far-right are done by the liberals."
1244785680259207168,2020-03-31 00:36:47+00:00,"@th1an1 @radiofragmata @sublinismo @kontrakapital_ @Patysd12 @TerTerEtLiberte @monotua030 @RadUnderground @lamda14 @__redcat @patximanuel @batzarre_ @gatomavros @tin_kietepas @nocontrolatalll @anarchismus_at @Klang_Ruinen @161Schlotle @khaledcheibi @lion_lee_cw @gdmn1973 @sofiazoo Our campaign courtesy @Project17UK, @labhomeless_cam, @migrants_rights, @our_MoH / @turtleandturtle, and @pilcmv headlining. #YourBordersKill #opentheborders @GLAConservative @CityHallLabour #EnoughIsEnough @NRPFNetwork #StayHomeIfYouHaveOne 🗣️ https://t.co/e0ixcNkP1e"
1322872935363842050,2020-11-01 12:07:40+00:00,"@tagesschau 99% dieser sogenannten Flüchtlinge sind keine Flüchtlinge laut GFK sondern Migranten. Den Flüchtlingsstatus verliert man nämlich wenn man das erste sichere Land wieder verlässt, nachdem man aus seinem Land geflohen ist. Das ist in der Regel das Nachbarland. Alle illegal hier!!!"
1303979131873394688,2020-09-10 08:50:26+00:00,"Bravo! Ich habe Bundesrat gefragt, ob er bereit ist, jetzt rasch und unbürokratisch Flüchtlinge aufzunehmen. ⁦@sanktgallen⁩ ⁦@SPsangalle⁩ #Fluechtlinge https://t.co/lw0NVdrS84"
1258373692171653120,2020-05-07 12:30:42+00:00,"#looktothefutureweek
The Atlas of Migration in Europe by @Migreurop 


This book follows the journeys of those fleeing war, poverty or political crises, risking their lives as they attempt to find sanctuary in Europe. 


#refugeecrisis
#teddieslibrary
#stedwardsoxford"
1257026954638888966,2020-05-03 19:19:15+00:00,"04th of May! 
Time to get out and do success!
By stefanklueter.photographer


#quarantinelife #actorslife #spreadcourage #motivation #wirschaffendas #schauspielerportrait #suitstyle #inspiration @ Berlin, Germany https://www.instagram.com/p/B_vLiISIUDu/?igshid=13ogzfxg6q5v3"
1312085099056431104,2020-10-02 17:40:39+00:00,@heutejournal @a_gellinek Hat Frau Merkel soviel Angst vor den Flüchtlingmassen der Türkei? Weiß der Deutsche Taggeschau Zuschauer das die Zahl der 4 Millionen in der Türkei lebenden Flüchtlinge gar nicht existiert sondern eher 1 bis 2 Millionen sind
1311347989043179521,2020-09-30 16:51:38+00:00,"Last chance to sign up for our 2020 Winter Coat Drive! Help newly-arrived refugee and immigrant families stay warm this winter by donating! Sign up using our interest form: https://t.co/FnVto9YBGU

#WinterIsComing #RefugeesWelcome #WithRefugees #ImmigrantsWelcome #ServeBoldly https://t.co/QK6VV9Fofo"
1196814405574496262,2019-11-19 15:36:04+00:00,"I've just emailed all the candidates who hope to be my next MP, asking them to stand with refugees. #GE2019 #RefugeesWelcome. Will you do the same?  https://act.refugee-action.org.uk/page/51619/action/1?en_chan=tw&locale=en-GB&ea.tracking.id=Twitter-sharing&en_ref=149984426"
1292704292546043904,2020-08-10 06:08:15+00:00,#RefugeesWelcome #PritiDisgusting has really overstepped the mark this time #ToryBullies https://t.co/0ZBiP8WaMv
1276115799569293313,2020-06-25 11:31:30+00:00,"Despite increasing pressure from my students to create a #TikTok, I’ve held out against it...this makes me strongly reconsider. ❤️❤️❤️ #Refugees https://t.co/Q9SfYWUw5N"
1238028687846584320,2020-03-12 09:06:55+00:00,"ZUHÖREN, VERSTEHEN und HANDELN. #allegegencorona #wirschaffendas Grafik zeigt DE, Datenbasis @RKI_de
Wir haben die Erfahrung aus China, Iran, Italien, ... Wir hören täglich was zu tun ist. Handelt jetzt. Alle zusammen. Denkt nicht nur an euch selber. #globalcitizen https://twitter.com/WHO/status/1238016037548896256"
1191289168426610688,2019-11-04 09:40:45+00:00,"""He’s wonderful, he’s incredibly resilient, and I’m incredibly, fiercely proud of him."" https://lttr.ai/Jm4S #RightOfAsylum #Refugees #Asylumseeker"
1316997304105148416,2020-10-16 07:00:00+00:00,"Encouraging news of some improvements in humanitarian protection for #AsylumSeekers in Italy.
https://t.co/vPnNe2O02Z https://t.co/ejSnfAgPQ6"
1327317130140934144,2020-11-13 18:27:18+00:00,"Syria Refugee Conference in Damascus Through Opposition Lens 

The Opposition condemns the Damascus conference &amp; lauds the virtue of sanctions.

Damascus accuses US of pressuring Egypt &amp; UAE not to attend, although they had originally agreed to.

https://t.co/6dvRbckTYo"
1240113307975065602,2020-03-18 03:10:27+00:00,"@Nael_TaimShami Even without the virus, the refugees are already isolated from the world. Now the isolation measures have worsened with the lock down of the camps in #Greece, being in contact with #refugees there and keeping ourselves informed is more important than ever. 
#COVID_19

 @mimycri"
1271448066038681600,2020-06-12 14:23:35+00:00,"👧  👦  ""Young refugees usually are 4 times more unlikely to find a job compared to adults"".
Interesting conversation with @bonaremma from the @NRC_Norway about #displacement, #education and #tech opportunities for young people in #Jordan! #TFLiveSession #refugees #empower"
1305256083590729734,2020-09-13 21:24:35+00:00,"@welt Jeder der fordert Flüchtlinge aufzunehmen solle für sämtliche Kosten für einen Flüchtling aufkommen. Dann wär schon beim Charterflug die Lust am ""helfen"" verloren."
1308419039438540803,2020-09-22 14:53:02+00:00,"Erst Eurokrise, dann Flüchtlingskrise: Griechenland avanciert vom Saulus zum Paulus der EU https://t.co/Gh7MrfyFds #Fluechtlinge #Moria #Berlin #Deutschland #Griechenland #EU #migration"
1209501221544853505,2019-12-24 15:48:57+00:00,"@ZDFheute @EU_Commission Nein, ich kann es nicht mehr hören und nicht mehr ertragen. Ich sage: jagt sie zum Teufel! Ja es ist bôse aber das Ende der fahnenstange ist erreicht #noAsyl"
1306510952142077953,2020-09-17 08:30:59+00:00,"Artikel-Empfehlung von t-online:

SPD-Chef fordert Aufnahme weiterer Moria-Flüchtlinge

https://t.co/osXhDLHqcP"
1305728767747334144,2020-09-15 04:42:52+00:00,@thesismum Fremdling und Flüchtling sind nicht dasselbe.
1246110013766144002,2020-04-03 16:19:13+00:00,"Der ganze Abschaum von links/rot/grün muss endlich ein Ende finden!
Antidemokraten und faschistische Antifa sofort verbieten!
#antifaverbot
#niewieder2015 
#niewiederspd 
#niewiederlinke
#niewiedersozialismus  raus mit dem Kommunistenpack!!! https://twitter.com/_Paartherapeut/status/1246038439335772166"
1246321494499700736,2020-04-04 06:19:34+00:00,"On Friday is finishing the #Quarantine from #coronavirus of the #Refugees of #pazarkule.  #Turkish #government with #fake #news inside the #prison-#camps that is keeping them, is preparing them to return in the #Turkish-#Greek #borders to try #crossing to #Europe again"
1327366888498860032,2020-11-13 21:45:02+00:00,"Mehr als 90 Flüchtlinge sterben vor libyscher Küste

Beim Untergang von zwei Booten mit Flüchtlingen sind vor der Küste Libyens mindestens 90 Menschen ertrunken. 47 Überlebende sollen an Land gebracht worden sein
https://t.co/bplikFbcNA"
1316582341205204992,2020-10-15 03:31:05+00:00,Such a great organization! Happy to support and partner with @Projectworthmor @frankganello  #RefugeesWelcome https://t.co/ugWeEYWLyx
1322101129996619776,2020-10-30 09:00:47+00:00,"@BILD_News Laut der niederländischen Polizei ein sogenannter Flüchtling, der Anfang Oktober über Lampedusa nach Frankreich kam. Haben Merkel und Macron Beihilfe zu Mord geleistet?"
1293813674415620096,2020-08-13 07:36:32+00:00,Thank you to one of our regular donors for sending in this lovely set. We’re so excited to deliver it to one of our families on Saturday 💖💖 #mumshelpingmums #local #sot #stokeontrent #RefugeesWelcome https://t.co/isZWkmjmcb
1241945144800071682,2020-03-23 04:29:31+00:00,"“Social distancing is a privilege. There is a hashtag trending: #StayHome. 
They can’t do that. They don’t have a home to stay in.” #refugees 
https://t.co/SoQfZ0lyD6"
1226146638550511616,2020-02-08 14:11:53+00:00,"Es gibt unglaubliches Leid in #Griechenland und #Deutschland könnte es verhindern! 


Lasst uns organisieren und gegen diese Ungerechtigkeit laut sein!


#WirHabenPlatz #refugeeswelcome #EvakuierenStattIgnorieren #Fliehenundankommen https://twitter.com/SeebrueckeDo/status/1226103089956085769"
1292429372633362433,2020-08-09 11:55:49+00:00,"@pritipatel I'm British and I think everything you say is vile. You should be ashamed of the hatred and division you stir up. 

#RefugeesWelcome 
#3Point5Percent 
#Chalkageddon 
#ToryLies"
1168798927077945344,2019-09-03 08:12:34+00:00,"@m_rinderspacher @ClausReisch @MV_Eleonore Eure Dreistigkeit vergelte ich euch an der nächsten Wahlurne, ihr *Selbstzensur nötig* 
#NieMehrSPD #NieWieder2015 #GibSchleppernKeineChance #ZeitFürAFD #NurNochAFD"
1295982261725278209,2020-08-19 07:13:44+00:00,"Important to communicate about human security and safe migration regarding what is happening now in the English channel. Dehumanizing polices need to be prevented. 

The latest one by @kenanmalik  https://t.co/1K4T0OfVT5 

#Refugees #RefugeesWelcome #UK #Europe #migration"
1310902593820950528,2020-09-29 11:21:48+00:00,"@Bigpicturejoe2 @mr_plantato @Project_Veritas You do realize that Omar's district has good number of Somalians/muslims, correct? Actually, Minnesota itself, &amp; I believe Michigan now, has a good population of somalians/muslims due to the refugee program. That's a big reason why her &amp; Tlaib were elected https://t.co/8GZFlRGoj8"
1244281031949254656,2020-03-29 15:11:30+00:00,Solidarität darf nicht nur für deutsche Urlauber*innen gelten! Griechische Lager sofort evakuieren! #LeaveNoOneBehind @AuswaertigesAmt https://t.co/wFsafXZK3D
1234451693905076224,2020-03-02 12:13:13+00:00,"#rummenigge wenn Du dich für irgendwas wirklich aufrichtig schämen willst, dann für die @Europarl_DE die Menschen an den Aussengrenzen lieber erbärmlich sterben lässt, als Ihnen Hilfe und Asyl zu gewähren! #RefugeesWelcome #Fluechtlinge"
1262051239925362690,2020-05-17 16:03:58+00:00,"@hawelti Zero outcome  in #every sector.
The only outcome by far was #abduct poverty and the largest number of #refugees, #detainees and #secret prisons.
#Eritrea 🇪🇷 simply hell on earth. https://t.co/U4jtdOWJu0"
1244547364901158912,2020-03-30 08:49:49+00:00,"Marc would be bloody shocked to discover how actual refugees and prisoners are treated in this country.


We don’t put refugees up in five star hotels mate, we torture them until they give up and take their own lives to escape us.


#manus #naru #refugeecrisis https://twitter.com/AmandaPerram/status/1244202751246000128"
1306530426090147841,2020-09-17 09:48:22+00:00,"@MarthaNavadis @MichaelPoolSnc1 So ist es nämlich. Wir sollten dazu nicht vergessen, dass etwa in Polen die europäische Idee sehr beliebt ist. Leider nicht in Regierungskreisen. (Ich habe Michael aber auch so verstanden.) Ich möchte nicht gegen, sondern für etwas sein: Für Europa und für Flüchtlinge."
